source_pkg,source_pkg_go_version,source_pkg_origin,source_func,source_func_name,source_func_signature,target_pkg,target_pkg_go_version,target_pkg_origin,target_func,target_func_name,target_func_signature
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).getBorderStyle,getBorderStyle,func() github.com/charmbracelet/lipgloss.Border,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).getBorderStyle,getBorderStyle,func() github.com/charmbracelet/lipgloss.Border
unknown,go1.25.0,stdlib,(*go/types.Func).cmp,cmp,func(b *go/types.object) int,go/types,go1.25.0,stdlib,(*go/types.object).cmp,cmp,func(b *go/types.object) int
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Italic,Italic,func(v bool) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Italic,Italic,func(v bool) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.Checker).lookupScope,lookupScope,"func(name string) (*go/types.Scope, go/types.Object)",go/types,go1.25.0,stdlib,(*go/types.environment).lookupScope,lookupScope,"func(name string) (*go/types.Scope, go/types.Object)"
unknown,go1.25.0,stdlib,(*time.Time).UTC,UTC,func() time.Time,time,go1.25.0,stdlib,(time.Time).UTC,UTC,func() time.Time
unknown,go1.25.0,stdlib,(*time.Time).Nanosecond,Nanosecond,func() int,time,go1.25.0,stdlib,(time.Time).Nanosecond,Nanosecond,func() int
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).String,String,func() string,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).String,String,func() string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewGraph,NewGraph,"func(root *golang.org/x/tools/go/ssa.Function, srcFns ...*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/callgraph,go1.23.0,golang.org,(*golang.org/x/tools/go/callgraph.Graph).CreateNode,CreateNode,func(fn *golang.org/x/tools/go/ssa.Function) *golang.org/x/tools/go/callgraph.Node
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewGraph,NewGraph,"func(root *golang.org/x/tools/go/ssa.Function, srcFns ...*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/ssa/ssautil,go1.23.0,golang.org,golang.org/x/tools/go/ssa/ssautil.AllFunctions,AllFunctions,func(prog *golang.org/x/tools/go/ssa.Program) map[*golang.org/x/tools/go/ssa.Function]bool
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetMarginTop,UnsetMarginTop,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetMarginTop,UnsetMarginTop,func() github.com/charmbracelet/lipgloss.Style
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).WriteString,WriteString,"func(s string) (int, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).Flush,Flush,func() error
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).WriteString,WriteString,"func(s string) (int, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).Flush,Flush,func() error
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.NewSources,NewSources,func(sourceTypes ...string) github.com/picatz/taint.Sources
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.NewSinks,NewSinks,func(sinkTypes ...string) github.com/picatz/taint.Sinks
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.Check,Check,"func(cg *golang.org/x/tools/go/callgraph.Graph, sources github.com/picatz/taint.Sources, sinks github.com/picatz/taint.Sinks) github.com/picatz/taint.Results"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,(github.com/picatz/taint/callgraphutil.Path).String,String,func() string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,strings.Split,Split,"func(s string, sep string) []string"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,(*strings.Builder).String,String,func() string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).WriteString,WriteString,"func(s string) (int, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).Flush,Flush,func() error
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.highlightNode,highlightNode,func(node string) string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Render,Render,func(strs ...string) string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,strings.Join,Join,"func(elems []string, sep string) string"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$8,init$8,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,(*strings.Builder).WriteString,WriteString,"func(s string) (int, error)"
unknown,go1.25.0,stdlib,(*crypto/x509.SignatureAlgorithm).hashFunc,hashFunc,func() crypto.Hash,crypto/x509,go1.25.0,stdlib,(crypto/x509.SignatureAlgorithm).hashFunc,hashFunc,func() crypto.Hash
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetVerticalMargins,GetVerticalMargins,func() int,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetVerticalMargins,GetVerticalMargins,func() int
unknown,go1.25.0,stdlib,(*go/types.Label).color,color,func() go/types.color,go/types,go1.25.0,stdlib,(*go/types.object).color,color,func() go/types.color
unknown,go1.25.0,stdlib,(*net.IP).DefaultMask,DefaultMask,func() net.IPMask,net,go1.25.0,stdlib,(net.IP).DefaultMask,DefaultMask,func() net.IPMask
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Style).String,String,func() string,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Style).String,String,func() string
unknown,go1.25.0,stdlib,(*time.Time).AppendBinary,AppendBinary,"func(b []byte) ([]byte, error)",time,go1.25.0,stdlib,(time.Time).AppendBinary,AppendBinary,"func(b []byte) ([]byte, error)"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderLeftForeground,UnsetBorderLeftForeground,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetBorderLeftForeground,UnsetBorderLeftForeground,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetBold,UnsetBold,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetBold,UnsetBold,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.FieldAddr).setType,setType,func(typ go/types.Type),golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).setType,setType,func(typ go/types.Type)
unknown,go1.25.0,stdlib,(*time.Time).ISOWeek,ISOWeek,"func() (year int, week int)",time,go1.25.0,stdlib,(time.Time).ISOWeek,ISOWeek,"func() (year int, week int)"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).MarginBottom,MarginBottom,func(i int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).MarginBottom,MarginBottom,func(i int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*time.Time).UnixNano,UnixNano,func() int64,time,go1.25.0,stdlib,(time.Time).UnixNano,UnixNano,func() int64
unknown,go1.25.0,stdlib,(*time.Time).Round,Round,func(d time.Duration) time.Time,time,go1.25.0,stdlib,(time.Time).Round,Round,func(d time.Duration) time.Time
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).WriteString,WriteString,"func(s string) (int, error)",github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).WriteString,WriteString,"func(s string) (int, error)"
unknown,go1.25.0,stdlib,(*net/textproto.MIMEHeader).Values,Values,func(key string) []string,net/textproto,go1.25.0,stdlib,(net/textproto.MIMEHeader).Values,Values,func(key string) []string
unknown,go1.25.0,stdlib,(*math/big.nat).modW,modW,func(d math/big.Word) (r math/big.Word),math/big,go1.25.0,stdlib,(math/big.nat).modW,modW,func(d math/big.Word) (r math/big.Word)
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Color).color,color,func(r *github.com/charmbracelet/lipgloss.Renderer) github.com/muesli/termenv.Color,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Color).color,color,func(r *github.com/charmbracelet/lipgloss.Renderer) github.com/muesli/termenv.Color
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetAlignVertical,GetAlignVertical,func() github.com/charmbracelet/lipgloss.Position,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetAlignVertical,GetAlignVertical,func() github.com/charmbracelet/lipgloss.Position
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetMargins,UnsetMargins,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetMargins,UnsetMargins,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.TypeAndValue).HasOk,HasOk,func() bool,go/types,go1.25.0,stdlib,(go/types.TypeAndValue).HasOk,HasOk,func() bool
unknown,go1.25.0,stdlib,(*go/types.Const).setParent,setParent,func(parent *go/types.Scope),go/types,go1.25.0,stdlib,(*go/types.object).setParent,setParent,func(parent *go/types.Scope)
github.com/picatz/taint/log/injection,go1.24.4,github.com,github.com/picatz/taint/log/injection.imports$1,imports$1,func(p *go/types.Package) bool,go/types,go1.25.0,stdlib,(*go/types.Package).Path,Path,func() string
github.com/picatz/taint/log/injection,go1.24.4,github.com,github.com/picatz/taint/log/injection.imports$1,imports$1,func(p *go/types.Package) bool,go/types,go1.25.0,stdlib,(*go/types.Package).Imports,Imports,func() []*go/types.Package
github.com/picatz/taint/log/injection,go1.24.4,github.com,github.com/picatz/taint/log/injection.imports$1,imports$1,func(p *go/types.Package) bool,go/types,go1.25.0,stdlib,(*go/types.Package).Path,Path,func() string
github.com/picatz/taint/log/injection,go1.24.4,github.com,github.com/picatz/taint/log/injection.imports$1,imports$1,func(p *go/types.Package) bool,strings,go1.25.0,stdlib,strings.HasPrefix,HasPrefix,"func(s string, prefix string) bool"
unknown,go1.25.0,stdlib,(*go/types.Var).Pos,Pos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).Pos,Pos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetPaddingBottom,GetPaddingBottom,func() int,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetPaddingBottom,GetPaddingBottom,func() int
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).CursorBack,CursorBack,func(n int),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).CursorBack,CursorBack,func(n int)
unknown,go1.25.0,stdlib,(*go/types.Label).setScopePos,setScopePos,func(pos go/token.Pos),go/types,go1.25.0,stdlib,(*go/types.object).setScopePos,setScopePos,func(pos go/token.Pos)
unknown,go1.25.0,stdlib,(*go/types.Func).Exported,Exported,func() bool,go/types,go1.25.0,stdlib,(*go/types.object).Exported,Exported,func() bool
unknown,go1.25.0,stdlib,(*github.com/picatz/taint/callgraphutil.Paths).Longest,Longest,func() github.com/picatz/taint/callgraphutil.Path,github.com/picatz/taint/callgraphutil,go1.24.4,github.com,(github.com/picatz/taint/callgraphutil.Paths).Longest,Longest,func() github.com/picatz/taint/callgraphutil.Path
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).getAsColor,getAsColor,func(k github.com/charmbracelet/lipgloss.propKey) github.com/charmbracelet/lipgloss.TerminalColor,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).getAsColor,getAsColor,func(k github.com/charmbracelet/lipgloss.propKey) github.com/charmbracelet/lipgloss.TerminalColor
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).MaxWidth,MaxWidth,func(n int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).MaxWidth,MaxWidth,func(n int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*net.IP).matchAddrFamily,matchAddrFamily,func(x net.IP) bool,net,go1.25.0,stdlib,(net.IP).matchAddrFamily,matchAddrFamily,func(x net.IP) bool
unknown,go1.25.0,stdlib,(*time.Time).Before,Before,func(u time.Time) bool,time,go1.25.0,stdlib,(time.Time).Before,Before,func(u time.Time) bool
unknown,go1.25.0,stdlib,(*net/http.Header).write,write,"func(w io.Writer, trace *net/http/httptrace.ClientTrace) error",net/http,go1.25.0,stdlib,(net/http.Header).write,write,"func(w io.Writer, trace *net/http/httptrace.ClientTrace) error"
unknown,go1.25.0,stdlib,(*crypto/x509.OID).MarshalBinary,MarshalBinary,"func() ([]byte, error)",crypto/x509,go1.25.0,stdlib,(crypto/x509.OID).MarshalBinary,MarshalBinary,"func() ([]byte, error)"
unknown,go1.25.0,stdlib,(*net/url.Values).Add,Add,"func(key string, value string)",net/url,go1.25.0,stdlib,(net/url.Values).Add,Add,"func(key string, value string)"
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.main,main,func(),database/sql,go1.25.0,stdlib,database/sql.Open,Open,"func(driverName string, dataSourceName string) (*database/sql.DB, error)"
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.main,main,func(),net/http,go1.25.0,stdlib,net/http.NewServeMux,NewServeMux,func() *net/http.ServeMux
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.main,main,func(),net/http,go1.25.0,stdlib,(*net/http.ServeMux).HandleFunc,HandleFunc,"func(pattern string, handler func(net/http.ResponseWriter, *net/http.Request))"
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.main,main,func(),net/http,go1.25.0,stdlib,net/http.ListenAndServe,ListenAndServe,"func(addr string, handler net/http.Handler) error"
unknown,go1.25.0,stdlib,(*go/types.Builtin).Pos,Pos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).Pos,Pos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).DisableMouseHilite,DisableMouseHilite,func(),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).DisableMouseHilite,DisableMouseHilite,func()
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).WriteString,WriteString,"func(s string) (int, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).Flush,Flush,func() error
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,(*strings.Builder).String,String,func() string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).WriteString,WriteString,"func(s string) (int, error)"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",bufio,go1.25.0,stdlib,(*bufio.Writer).Flush,Flush,func() error
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",go/types,go1.25.0,stdlib,(*go/types.Package).Path,Path,func() string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",go/types,go1.25.0,stdlib,(*go/types.Package).Imports,Imports,func() []*go/types.Package
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",fmt,go1.25.0,stdlib,fmt.Sprintf,Sprintf,"func(format string, a ...any) string"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Render,Render,func(strs ...string) string
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$3,init$3,"func(ctx context.Context, bt *bufio.Writer, args []string, flags map[string]string) error",strings,go1.25.0,stdlib,(*strings.Builder).WriteString,WriteString,"func(s string) (int, error)"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).BorderBackground,BorderBackground,func(c ...github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).BorderBackground,BorderBackground,func(c ...github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Profile).Name,Name,func() string,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Profile).Name,Name,func() string
unknown,go1.25.0,stdlib,(*go/types.Const).scopePos,scopePos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).scopePos,scopePos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetAlignVertical,UnsetAlignVertical,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetAlignVertical,UnsetAlignVertical,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetItalic,GetItalic,func() bool,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetItalic,GetItalic,func() bool
unknown,go1.25.0,stdlib,(*time.Time).appendFormatRFC3339,appendFormatRFC3339,"func(b []byte, nanos bool) []byte",time,go1.25.0,stdlib,(time.Time).appendFormatRFC3339,appendFormatRFC3339,"func(b []byte, nanos bool) []byte"
unknown,go1.25.0,stdlib,(*net/http.Header).Set,Set,"func(key string, value string)",net/http,go1.25.0,stdlib,(net/http.Header).Set,Set,"func(key string, value string)"
unknown,go1.25.0,stdlib,(*time.Time).MarshalJSON,MarshalJSON,"func() ([]byte, error)",time,go1.25.0,stdlib,(time.Time).MarshalJSON,MarshalJSON,"func() ([]byte, error)"
unknown,go1.25.0,stdlib,(*go/types.Const).Type,Type,func() go/types.Type,go/types,go1.25.0,stdlib,(*go/types.object).Type,Type,func() go/types.Type
unknown,go1.25.0,stdlib,(*net/url.Values).Encode,Encode,func() string,net/url,go1.25.0,stdlib,(net/url.Values).Encode,Encode,func() string
unknown,go1.25.0,stdlib,(*time.Time).IsZero,IsZero,func() bool,time,go1.25.0,stdlib,(time.Time).IsZero,IsZero,func() bool
unknown,go1.25.0,stdlib,(*go/types.Var).Name,Name,func() string,go/types,go1.25.0,stdlib,(*go/types.object).Name,Name,func() string
unknown,go1.25.0,stdlib,(*go/types.Label).sameId,sameId,"func(pkg *go/types.Package, name string, foldCase bool) bool",go/types,go1.25.0,stdlib,(*go/types.object).sameId,sameId,"func(pkg *go/types.Package, name string, foldCase bool) bool"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).TabWidth,TabWidth,func(n int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).TabWidth,TabWidth,func(n int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.Label).Pos,Pos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).Pos,Pos,func() go/token.Pos
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/callgraph/cha,go1.23.0,golang.org,golang.org/x/tools/go/callgraph/cha.CallGraph,CallGraph,func(prog *golang.org/x/tools/go/ssa.Program) *golang.org/x/tools/go/callgraph.Graph
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/ssa/ssautil,go1.23.0,golang.org,golang.org/x/tools/go/ssa/ssautil.AllFunctions,AllFunctions,func(prog *golang.org/x/tools/go/ssa.Program) map[*golang.org/x/tools/go/ssa.Function]bool
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.forwardSlice,forwardSlice,"func(sources map[*golang.org/x/tools/go/ssa.Function]bool, cg *golang.org/x/tools/go/callgraph.Graph) map[*golang.org/x/tools/go/ssa.Function]bool"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.pruneSet,pruneSet,"func(set map[*golang.org/x/tools/go/ssa.Function]bool, toPrune map[*golang.org/x/tools/go/ssa.Function]bool)"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",unknown,go1.25.0,stdlib,(context.Context).Err,Err,func() error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph,NewVulncheckCallGraph,"func(ctx context.Context, prog *golang.org/x/tools/go/ssa.Program, entries []*golang.org/x/tools/go/ssa.Function) (*golang.org/x/tools/go/callgraph.Graph, error)",golang.org/x/tools/go/callgraph/vta,go1.23.0,golang.org,golang.org/x/tools/go/callgraph/vta.CallGraph,CallGraph,"func(funcs map[*golang.org/x/tools/go/ssa.Function]bool, initial *golang.org/x/tools/go/callgraph.Graph) *golang.org/x/tools/go/callgraph.Graph"
